Timestamp,tcpActiveOpens,tcpCurrEstab,tcpEstabResets,tcpInSegs,tcpOutRsts,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,udpInDatagrams,udpInErrors,udpNoPorts,udpOutDatagrams,ipForwDatagrams,ipInAddrErrors,ipInDelivers,ipInDiscards,ipInReceives,ipOutNoRoutes,ipOutDiscards,ipOutRequests,icmpInDestUnreachs,icmpInEchos,icmpInMsgs,icmpOutDestUnreachs,icmpOutEchoReps,icmpOutMsgs,ifInDiscards_enp0s9,ifInNUcastPkts_enp0s9,ifInOctets_enp0s9,ifInUcastPkts_enp0s9,ifoutDiscards_enp0s9,ifOutNUcastPkts_enp0s9,ifOutOctets_ens0p9,ifOutUcastPkts_enp0s9
2026-03-22 14:51:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-22 14:51:29,17,0,1,1010,15,621,0,41,5146,0,40,5272,1881,0,6470,0,8354,4,20,6180,123,155,278,102,155,257,0,0,71932,888,0,0,3020974,1842
2026-03-22 14:51:44,17,0,1,1010,15,621,0,41,5180,0,40,5306,1909,0,6504,0,8416,4,20,6214,123,155,278,102,155,257,0,0,73108,900,0,0,3022150,1854
2026-03-22 14:51:59,17,0,1,1010,15,621,0,41,5214,0,40,5340,1939,0,6538,0,8480,4,20,6248,123,155,278,102,155,257,0,0,74638,916,0,0,3023680,1870
2026-03-22 14:52:14,17,0,1,1010,15,621,0,41,5248,0,40,5374,1961,0,6572,0,8536,4,20,6282,123,155,278,102,155,257,0,0,75716,927,0,0,3024758,1881
2026-03-22 14:52:29,17,0,1,1010,15,621,0,41,5282,0,40,5408,1983,0,6606,0,8592,4,20,6316,123,155,278,102,155,257,0,0,76914,940,0,0,3025956,1894
2026-03-22 14:52:44,17,0,1,1010,15,621,0,41,5316,0,40,5442,2011,0,6640,0,8654,4,20,6350,123,155,278,102,155,257,0,0,78384,955,0,0,3027426,1909
2026-03-22 14:52:59,17,0,1,1010,15,621,0,41,5350,0,40,5476,2041,0,6674,0,8718,4,20,6384,123,155,278,102,155,257,0,0,79974,972,0,0,3029016,1926
2026-03-22 14:53:14,17,0,1,1010,15,621,0,41,5384,0,40,5510,2057,0,6708,0,8768,4,20,6418,123,155,278,102,155,257,0,0,80856,981,0,0,3029898,1935
2026-03-22 14:53:29,17,0,1,1010,15,621,0,41,5418,0,40,5544,2111,0,6742,0,8856,4,20,6452,123,155,278,102,155,257,0,0,82754,1008,0,0,3284272,2040
2026-03-22 14:53:44,17,0,1,1010,15,621,0,41,5452,0,40,5578,2111,0,6776,0,8890,4,20,6486,123,155,278,102,155,257,0,0,82814,1009,0,0,3284332,2041
2026-03-22 14:53:59,17,0,1,1010,15,621,0,41,5486,0,40,5612,2111,0,6810,0,8924,4,20,6520,123,155,278,102,155,257,0,0,82814,1009,0,0,3284332,2041
2026-03-22 14:54:14,17,0,1,1010,15,621,0,41,5520,0,40,5646,2111,0,6844,0,8958,4,20,6554,123,155,278,102,155,257,0,0,82814,1009,0,0,3284332,2041
2026-03-22 14:54:29,17,0,1,1010,15,621,0,41,5554,0,40,5680,2177,0,6878,0,9058,4,20,6588,123,155,278,102,155,257,0,0,85164,1039,0,0,3481718,2132
2026-03-22 14:54:44,17,0,1,1010,15,621,0,41,5588,0,40,5714,2177,0,6912,0,9092,4,20,6622,123,155,278,102,155,257,0,0,85164,1039,0,0,3481718,2132
2026-03-22 14:54:59,17,0,1,1010,15,621,0,41,5622,0,40,5748,2179,0,6946,0,9128,4,20,6656,123,155,278,102,155,257,0,0,85238,1040,0,0,3481778,2133
2026-03-22 14:55:14,17,0,1,1010,15,621,0,41,5656,0,40,5782,2179,0,6980,0,9162,4,20,6690,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:55:29,17,0,1,1010,15,621,0,41,5690,0,40,5816,2179,0,7014,0,9196,4,20,6724,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:55:44,17,0,1,1010,15,621,0,41,5724,0,40,5850,2179,0,7048,0,9230,4,20,6758,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:55:59,17,0,1,1010,15,621,0,41,5758,0,40,5884,2179,0,7082,0,9264,4,20,6792,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:56:14,17,0,1,1010,15,621,0,41,5792,0,40,5918,2179,0,7116,0,9298,4,20,6826,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:56:29,17,0,1,1010,15,621,0,41,5826,0,40,5952,2179,0,7150,0,9332,4,20,6860,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:56:44,17,0,1,1010,15,621,0,41,5860,0,40,5986,2179,0,7184,0,9366,4,20,6894,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:56:59,17,0,1,1010,15,621,0,41,5894,0,40,6020,2179,0,7218,0,9400,4,20,6928,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:57:14,17,0,1,1010,15,621,0,41,5928,0,40,6054,2179,0,7252,0,9434,4,20,6962,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:57:29,17,0,1,1010,15,621,0,41,5962,0,40,6088,2179,0,7286,0,9468,4,20,6996,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:57:44,17,0,1,1010,15,621,0,41,5996,0,40,6122,2179,0,7320,0,9502,4,20,7030,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:57:59,17,0,1,1010,15,621,0,41,6030,0,40,6156,2179,0,7354,0,9536,4,20,7064,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:58:14,17,0,1,1010,15,621,0,41,6064,0,40,6190,2179,0,7388,0,9570,4,20,7098,123,155,278,102,155,257,0,0,85358,1042,0,0,3481898,2135
2026-03-22 14:58:29,17,0,1,1010,15,621,0,41,6098,0,40,6224,2181,0,7422,0,9606,4,20,7132,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:58:44,17,0,1,1010,15,621,0,41,6132,0,40,6258,2181,0,7456,0,9640,4,20,7166,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:58:59,17,0,1,1010,15,621,0,41,6166,0,40,6292,2181,0,7490,0,9674,4,20,7200,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:59:14,17,0,1,1010,15,621,0,41,6200,0,40,6326,2181,0,7524,0,9708,4,20,7234,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:59:29,17,0,1,1010,15,621,0,41,6234,0,40,6360,2181,0,7558,0,9742,4,20,7268,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:59:44,17,0,1,1010,15,621,0,41,6268,0,40,6394,2181,0,7592,0,9776,4,20,7302,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 14:59:59,17,0,1,1010,15,621,0,41,6302,0,40,6428,2181,0,7626,0,9810,4,20,7336,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 15:00:14,17,0,1,1010,15,621,0,41,6337,0,40,6463,2181,0,7661,0,9845,4,20,7371,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 15:00:29,17,0,1,1010,15,621,0,41,6371,0,40,6497,2181,0,7695,0,9879,4,20,7405,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 15:00:44,17,0,1,1010,15,621,0,41,6405,0,40,6531,2181,0,7729,0,9913,4,20,7439,123,155,278,102,155,257,0,0,85552,1045,0,0,3482078,2138
2026-03-22 15:00:59,17,0,1,1010,15,621,0,41,6439,0,40,6565,2203,0,7763,0,9969,4,20,7473,123,155,278,102,155,257,0,0,86486,1058,0,0,3482858,2151
2026-03-22 15:01:14,17,0,1,1010,15,621,0,41,6473,0,40,6599,2203,0,7797,0,10003,4,20,7507,123,155,278,102,155,257,0,0,86486,1058,0,0,3482858,2151
2026-03-22 15:01:29,17,0,1,1010,15,621,0,41,6507,0,40,6633,2225,0,7831,0,10059,4,20,7541,123,155,278,102,155,257,0,0,87368,1067,0,0,3483740,2160
2026-03-22 15:01:44,17,0,1,1010,15,621,0,41,6541,0,40,6667,2251,0,7865,0,10119,4,20,7575,123,155,278,102,155,257,0,0,88860,1083,0,0,3485232,2176
2026-03-22 15:01:59,17,0,1,1010,15,621,0,41,6575,0,40,6701,2275,0,7899,0,10177,4,20,7609,123,155,278,102,155,257,0,0,90036,1095,0,0,3486408,2188
2026-03-22 15:02:14,17,0,1,1010,15,621,0,41,6609,0,40,6735,2305,0,7933,0,10241,4,20,7643,123,155,278,102,155,257,0,0,91566,1111,0,0,3487938,2204
2026-03-22 15:02:29,17,0,1,1010,15,621,0,41,6643,0,40,6769,2335,0,7967,0,10305,4,20,7677,123,155,278,102,155,257,0,0,92998,1126,0,0,3489370,2219
2026-03-22 15:02:44,17,0,1,1010,15,621,0,41,6677,0,40,6803,2363,0,8001,0,10367,4,20,7711,123,155,278,102,155,257,0,0,94528,1142,0,0,3490900,2235
2026-03-22 15:02:59,17,0,1,1010,15,621,0,41,6711,0,40,6837,2393,0,8035,0,10431,4,20,7745,123,155,278,102,155,257,0,0,95998,1157,0,0,3492370,2250
2026-03-22 15:03:14,17,0,1,1010,15,621,0,41,6745,0,40,6871,2421,0,8069,0,10493,4,20,7779,123,155,278,102,155,257,0,0,97234,1170,0,0,3493606,2263
2026-03-22 15:03:29,17,0,1,1010,15,621,0,41,6779,0,40,6905,2451,0,8103,0,10557,4,20,7813,123,155,278,102,155,257,0,0,98862,1187,0,0,3495234,2280
2026-03-22 15:03:44,17,0,1,1010,15,621,0,41,6813,0,40,6939,2481,0,8137,0,10621,4,20,7847,123,155,278,102,155,257,0,0,100550,1205,0,0,3496922,2298
2026-03-22 15:03:59,17,0,1,1010,15,621,0,41,6847,0,40,6973,2511,0,8171,0,10685,4,20,7881,123,155,278,102,155,257,0,0,101922,1219,0,0,3498294,2312
2026-03-22 15:04:14,17,0,1,1010,15,621,0,41,6881,0,40,7007,2537,0,8205,0,10745,4,20,7915,123,155,278,102,155,257,0,0,103354,1234,0,0,3499726,2327
2026-03-22 15:04:29,17,0,1,1010,15,621,0,41,6915,0,40,7041,2565,0,8239,0,10807,4,20,7949,123,155,278,102,155,257,0,0,104884,1250,0,0,3501256,2343
2026-03-22 15:04:44,17,0,1,1010,15,621,0,41,6949,0,40,7075,2595,0,8273,0,10871,4,20,7983,123,155,278,102,155,257,0,0,106316,1265,0,0,3502688,2358
2026-03-22 15:04:59,17,0,1,1010,15,621,0,41,6983,0,40,7109,2623,0,8308,0,10934,4,20,8017,123,155,278,102,155,257,0,0,107748,1280,0,0,3504120,2373
2026-03-22 15:05:14,17,0,1,1010,15,621,0,41,7017,0,40,7143,2651,0,8341,0,10995,4,20,8051,123,155,278,102,155,257,0,0,109180,1295,0,0,3505552,2388
2026-03-22 15:05:29,17,0,1,1010,15,621,0,41,7051,0,40,7177,2679,0,8375,0,11057,4,20,8085,123,155,278,102,155,257,0,0,110612,1310,0,0,3506984,2403
2026-03-22 15:05:44,17,0,1,1010,15,621,0,41,7085,0,40,7211,2707,0,8409,0,11119,4,20,8119,123,155,278,102,155,257,0,0,112142,1326,0,0,3508514,2419
2026-03-22 15:05:59,17,0,1,1010,15,621,0,41,7119,0,40,7245,2737,0,8443,0,11183,4,20,8153,123,155,278,102,155,257,0,0,113574,1341,0,0,3509946,2434
2026-03-22 15:06:14,17,0,1,1010,15,621,0,41,7153,0,40,7279,2765,0,8477,0,11245,4,20,8187,123,155,278,102,155,257,0,0,115104,1357,0,0,3511476,2450
2026-03-22 15:06:29,17,0,1,1010,15,621,0,41,7187,0,40,7313,2795,0,8511,0,11309,4,20,8221,123,155,278,102,155,257,0,0,116536,1372,0,0,3512908,2465
2026-03-22 15:06:44,17,0,1,1010,15,621,0,41,7221,0,40,7347,2811,0,8545,0,11359,4,20,8255,123,155,278,102,155,257,0,0,117418,1381,0,0,3513790,2474
2026-03-22 15:06:59,17,0,1,1010,15,621,0,41,7255,0,40,7381,2835,0,8579,0,11417,4,20,8289,123,155,278,102,155,257,0,0,118616,1394,0,0,3514988,2487
2026-03-22 15:07:14,17,0,1,1010,15,621,0,41,7289,0,40,7415,2857,0,8613,0,11473,4,20,8323,123,155,278,102,155,257,0,0,119792,1406,0,0,3516164,2499
2026-03-22 15:07:29,17,0,1,1010,15,621,0,41,7323,0,40,7449,2881,0,8647,0,11531,4,20,8357,123,155,278,102,155,257,0,0,120734,1416,0,0,3517106,2509
2026-03-22 15:07:44,17,0,1,1010,15,621,0,41,7357,0,40,7483,2911,0,8681,0,11595,4,20,8391,123,155,278,102,155,257,0,0,122264,1432,0,0,3518636,2525
2026-03-22 15:07:59,17,0,1,1010,15,621,0,41,7391,0,40,7517,2941,0,8715,0,11659,4,20,8425,123,155,278,102,155,257,0,0,123794,1448,0,0,3520166,2541
2026-03-22 15:08:14,17,0,1,1010,15,621,0,41,7425,0,40,7551,2967,0,8749,0,11719,4,20,8459,123,155,278,102,155,257,0,0,125384,1465,0,0,3521756,2558
2026-03-22 15:08:29,17,0,1,1010,15,621,0,41,7459,0,40,7585,2997,0,8783,0,11783,4,20,8493,123,155,278,102,155,257,0,0,126756,1479,0,0,3523128,2572
2026-03-22 15:08:44,17,0,1,1010,15,621,0,41,7493,0,40,7619,3023,0,8817,0,11843,4,20,8527,123,155,278,102,155,257,0,0,128030,1492,0,0,3524402,2585
2026-03-22 15:08:59,17,0,1,1010,15,621,0,41,7527,0,40,7653,3053,0,8851,0,11907,4,20,8561,123,155,278,102,155,257,0,0,129756,1510,0,0,3526128,2603
2026-03-22 15:09:14,17,0,1,1010,15,621,0,41,7561,0,40,7687,3083,0,8885,0,11971,4,20,8595,123,155,278,102,155,257,0,0,131286,1526,0,0,3527658,2619
2026-03-22 15:09:29,17,0,1,1010,15,621,0,41,7595,0,40,7721,3111,0,8919,0,12033,4,20,8629,123,155,278,102,155,257,0,0,132462,1538,0,0,3528834,2631
2026-03-22 15:09:44,17,0,1,1010,15,621,0,41,7629,0,40,7755,3135,0,8953,0,12091,4,20,8663,123,155,278,102,155,257,0,0,133698,1551,0,0,3530070,2644
2026-03-22 15:09:59,17,0,1,1010,15,621,0,41,7663,0,40,7789,3163,0,8987,0,12153,4,20,8697,123,155,278,102,155,257,0,0,135228,1567,0,0,3531600,2660
2026-03-22 15:10:14,17,0,1,1010,15,621,0,41,7697,0,40,7823,3193,0,9021,0,12217,4,20,8731,123,155,278,102,155,257,0,0,136698,1582,0,0,3533070,2675
2026-03-22 15:10:29,17,0,1,1010,15,621,0,41,7731,0,40,7857,3221,0,9055,0,12279,4,20,8765,123,155,278,102,155,257,0,0,138130,1597,0,0,3534502,2690
2026-03-22 15:10:44,17,0,1,1010,15,621,0,41,7765,0,40,7891,3251,0,9089,0,12343,4,20,8799,123,155,278,102,155,257,0,0,139600,1612,0,0,3535972,2705
2026-03-22 15:10:59,17,0,1,1010,15,621,0,41,7799,0,40,7925,3277,0,9123,0,12403,4,20,8833,123,155,278,102,155,257,0,0,141092,1628,0,0,3537464,2721
2026-03-22 15:11:14,17,0,1,1010,15,621,0,41,7833,0,40,7959,3307,0,9157,0,12467,4,20,8867,123,155,278,102,155,257,0,0,142366,1641,0,0,3538738,2734
2026-03-22 15:11:29,17,0,1,1010,15,621,0,41,7867,0,40,7993,3337,0,9191,0,12531,4,20,8901,123,155,278,102,155,257,0,0,143836,1656,0,0,3540208,2749
2026-03-22 15:11:44,17,0,1,1010,15,621,0,41,7901,0,40,8027,3367,0,9225,0,12595,4,20,8935,123,155,278,102,155,257,0,0,145328,1672,0,0,3541700,2765
2026-03-22 15:11:59,17,0,1,1010,15,621,0,41,7935,0,40,8061,3397,0,9259,0,12659,4,20,8969,123,155,278,102,155,257,0,0,146798,1687,0,0,3543170,2780
2026-03-22 15:12:14,17,0,1,1010,15,621,0,41,7969,0,40,8095,3425,0,9293,0,12721,4,20,9003,123,155,278,102,155,257,0,0,148268,1702,0,0,3544640,2795
2026-03-22 15:12:29,17,0,1,1010,15,621,0,41,8003,0,40,8129,3455,0,9327,0,12785,4,20,9037,123,155,278,102,155,257,0,0,149798,1718,0,0,3546170,2811
2026-03-22 15:12:44,17,0,1,1010,15,621,0,41,8037,0,40,8163,3479,0,9361,0,12843,4,20,9071,123,155,278,102,155,257,0,0,151132,1732,0,0,3547504,2825
2026-03-22 15:12:59,17,0,1,1010,15,621,0,41,8071,0,40,8197,3507,0,9395,0,12905,4,20,9105,123,155,278,102,155,257,0,0,152504,1746,0,0,3548876,2839
2026-03-22 15:13:14,17,0,1,1010,15,621,0,41,8105,0,40,8231,3533,0,9429,0,12965,4,20,9139,123,155,278,102,155,257,0,0,153838,1760,0,0,3550210,2853
2026-03-22 15:13:29,17,0,1,1010,15,621,0,41,8139,0,40,8265,3563,0,9463,0,13029,4,20,9173,123,155,278,102,155,257,0,0,155172,1774,0,0,3551544,2867
2026-03-22 15:13:44,17,0,1,1010,15,621,0,41,8173,0,40,8299,3589,0,9497,0,13089,4,20,9207,123,155,278,102,155,257,0,0,156740,1790,0,0,3553112,2883
2026-03-22 15:13:59,17,0,1,1010,15,621,0,41,8207,0,40,8333,3619,0,9531,0,13153,4,20,9241,123,155,278,102,155,257,0,0,158014,1803,0,0,3554386,2896
2026-03-22 15:14:14,17,0,1,1010,15,621,0,41,8241,0,40,8367,3649,0,9565,0,13217,4,20,9275,123,155,278,102,155,257,0,0,159506,1819,0,0,3555878,2912
2026-03-22 15:14:29,17,0,1,1010,15,621,0,41,8275,0,40,8401,3677,0,9599,0,13279,4,20,9309,123,155,278,102,155,257,0,0,160976,1834,0,0,3557348,2927
2026-03-22 15:14:44,17,0,1,1010,15,621,0,41,8309,0,40,8435,3707,0,9633,0,13343,4,20,9343,123,155,278,102,155,257,0,0,162506,1850,0,0,3558878,2943
2026-03-22 15:14:59,17,0,1,1010,15,621,0,41,8343,0,40,8469,3735,0,9667,0,13405,4,20,9377,123,155,278,102,155,257,0,0,163938,1865,0,0,3560310,2958
2026-03-22 15:15:14,17,0,1,1010,15,621,0,41,8377,0,40,8503,3763,0,9701,0,13467,4,20,9411,123,155,278,102,155,257,0,0,165310,1879,0,0,3561682,2972
2026-03-22 15:15:29,17,0,1,1010,15,621,0,41,8411,0,40,8537,3789,0,9735,0,13527,4,20,9445,123,155,278,102,155,257,0,0,166644,1893,0,0,3563016,2986
2026-03-22 15:15:44,17,0,1,1010,15,621,0,41,8445,0,40,8571,3819,0,9769,0,13591,4,20,9479,123,155,278,102,155,257,0,0,168114,1908,0,0,3564486,3001
2026-03-22 15:15:59,17,0,1,1010,15,621,0,41,8479,0,40,8605,3847,0,9803,0,13653,4,20,9513,123,155,278,102,155,257,0,0,169704,1925,0,0,3566076,3018
2026-03-22 15:16:14,17,0,1,1010,15,621,0,41,8513,0,40,8639,3871,0,9837,0,13711,4,20,9547,123,155,278,102,155,257,0,0,170978,1938,0,0,3567350,3031
2026-03-22 15:16:29,17,0,1,1010,15,621,0,41,8547,0,40,8673,3901,0,9871,0,13775,4,20,9581,123,155,278,102,155,257,0,0,172312,1952,0,0,3568684,3045
2026-03-22 15:16:44,17,0,1,1010,15,621,0,41,8581,0,40,8707,3931,0,9905,0,13839,4,20,9615,123,155,278,102,155,257,0,0,173842,1968,0,0,3570214,3061
2026-03-22 15:16:59,17,0,1,1010,15,621,0,41,8615,0,40,8741,3959,0,9939,0,13901,4,20,9649,123,155,278,102,155,257,0,0,175274,1983,0,0,3571646,3076
2026-03-22 15:17:14,17,0,1,1010,15,621,0,41,8650,0,40,8776,3987,0,9974,0,13964,4,20,9684,123,155,278,102,155,257,0,0,176744,1998,0,0,3573116,3091
2026-03-22 15:17:29,17,0,1,1010,15,621,0,41,8684,0,40,8810,4017,0,10008,0,14028,4,20,9718,123,155,278,102,155,257,0,0,178214,2013,0,0,3574586,3106
2026-03-22 15:17:44,17,0,1,1010,15,621,0,41,8718,0,40,8844,4047,0,10042,0,14092,4,20,9752,123,155,278,102,155,257,0,0,179804,2030,0,0,3576176,3123
2026-03-22 15:17:59,17,0,1,1010,15,621,0,41,8752,0,40,8878,4077,0,10076,0,14156,4,20,9786,123,155,278,102,155,257,0,0,181274,2045,0,0,3577646,3138
2026-03-22 15:18:14,17,0,1,1010,15,621,0,41,8786,0,40,8912,4103,0,10110,0,14216,4,20,9820,123,155,278,102,155,257,0,0,182706,2060,0,0,3579078,3153
2026-03-22 15:18:29,17,0,1,1010,15,621,0,41,8820,0,40,8946,4133,0,10144,0,14280,4,20,9854,123,155,278,102,155,257,0,0,184236,2076,0,0,3580608,3169
2026-03-22 15:18:44,17,0,1,1010,15,621,0,41,8854,0,40,8980,4159,0,10178,0,14340,4,20,9888,123,155,278,102,155,257,0,0,185570,2090,0,0,3581942,3183
2026-03-22 15:18:59,17,0,1,1010,15,621,0,41,8888,0,40,9014,4187,0,10212,0,14402,4,20,9922,123,155,278,102,155,257,0,0,186942,2104,0,0,3583314,3197
2026-03-22 15:19:14,17,0,1,1010,15,621,0,41,8922,0,40,9048,4217,0,10246,0,14466,4,20,9956,123,155,278,102,155,257,0,0,188118,2116,0,0,3584490,3209
2026-03-22 15:19:29,17,0,1,1010,15,621,0,41,8956,0,40,9082,4247,0,10280,0,14530,4,20,9990,123,155,278,102,155,257,0,0,190002,2136,0,0,3586374,3229
2026-03-22 15:19:44,17,0,1,1010,15,621,0,41,8990,0,40,9116,4275,0,10314,0,14592,4,20,10024,123,155,278,102,155,257,0,0,191080,2147,0,0,3587452,3240
2026-03-22 15:19:59,17,0,1,1010,15,621,0,41,9024,0,40,9150,4305,0,10348,0,14656,4,20,10058,123,155,278,102,155,257,0,0,192550,2162,0,0,3588922,3255
2026-03-22 15:20:14,17,0,1,1010,15,621,0,41,9058,0,40,9184,4331,0,10382,0,14716,4,20,10092,123,155,278,102,155,257,0,0,194042,2178,0,0,3590414,3271
2026-03-22 15:20:29,17,0,1,1010,15,621,0,41,9092,0,40,9218,4359,0,10416,0,14778,4,20,10126,123,155,278,102,155,257,0,0,195414,2192,0,0,3591786,3285
2026-03-22 15:20:44,17,0,1,1010,15,621,0,41,9126,0,40,9252,4389,0,10450,0,14842,4,20,10160,123,155,278,102,155,257,0,0,196944,2208,0,0,3593316,3301
2026-03-22 15:20:59,17,0,1,1010,15,621,0,41,9160,0,40,9286,4419,0,10484,0,14906,4,20,10194,123,155,278,102,155,257,0,0,198512,2224,0,0,3594884,3317
2026-03-22 15:21:14,17,0,1,1010,15,621,0,41,9194,0,40,9320,4447,0,10518,0,14968,4,20,10228,123,155,278,102,155,257,0,0,199846,2238,0,0,3596218,3331
2026-03-22 15:21:29,17,0,1,1010,15,621,0,41,9228,0,40,9354,4477,0,10552,0,15032,4,20,10262,123,155,278,102,155,257,0,0,201376,2254,0,0,3597748,3347
2026-03-22 15:21:44,17,0,1,1010,15,621,0,41,9262,0,40,9388,4503,0,10586,0,15092,4,20,10296,123,155,278,102,155,257,0,0,202650,2267,0,0,3599022,3360
2026-03-22 15:21:59,17,0,1,1010,15,621,0,41,9296,0,40,9422,4531,0,10620,0,15154,4,20,10330,123,155,278,102,155,257,0,0,204240,2284,0,0,3600612,3377
2026-03-22 15:22:14,17,0,1,1010,15,621,0,41,9330,0,40,9456,4557,0,10654,0,15214,4,20,10364,123,155,278,102,155,257,0,0,205514,2297,0,0,3601886,3390
2026-03-22 15:22:29,17,0,1,1010,15,621,0,41,9364,0,40,9490,4585,0,10688,0,15276,4,20,10398,123,155,278,102,155,257,0,0,206848,2311,0,0,3603220,3404
2026-03-22 15:22:44,17,0,1,1010,15,621,0,41,9398,0,40,9524,4615,0,10722,0,15340,4,20,10432,123,155,278,102,155,257,0,0,208416,2327,0,0,3604788,3420
2026-03-22 15:22:59,17,0,1,1010,15,621,0,41,9432,0,40,9558,4641,0,10756,0,15400,4,20,10466,123,155,278,102,155,257,0,0,209652,2340,0,0,3606024,3433
2026-03-22 15:23:14,17,0,1,1010,15,621,0,41,9466,0,40,9592,4671,0,10790,0,15464,4,20,10500,123,155,278,102,155,257,0,0,211182,2356,0,0,3607554,3449
2026-03-22 15:23:29,17,0,1,1010,15,621,0,41,9500,0,40,9626,4697,0,10824,0,15524,4,20,10534,123,155,278,102,155,257,0,0,212554,2370,0,0,3608926,3463
2026-03-22 15:23:44,17,0,1,1010,15,621,0,41,9534,0,40,9660,4727,0,10858,0,15588,4,20,10568,123,155,278,102,155,257,0,0,214144,2387,0,0,3610516,3480
2026-03-22 15:23:59,17,0,1,1010,15,621,0,41,9568,0,40,9694,4755,0,10892,0,15650,4,20,10602,123,155,278,102,155,257,0,0,215516,2401,0,0,3611888,3494
2026-03-22 15:24:14,17,0,1,1010,15,621,0,41,9602,0,40,9728,4783,0,10926,0,15712,4,20,10636,123,155,278,102,155,257,0,0,217106,2418,0,0,3613478,3511
2026-03-22 15:24:29,17,0,1,1010,15,621,0,41,9636,0,40,9762,4813,0,10960,0,15776,4,20,10670,123,155,278,102,155,257,0,0,218380,2431,0,0,3614752,3524
2026-03-22 15:24:44,17,0,1,1010,15,621,0,41,9670,0,40,9796,4845,0,10994,0,15842,4,20,10704,123,155,278,102,155,257,0,0,219962,2448,0,0,3616334,3541
2026-03-22 15:24:59,17,0,1,1010,15,621,0,41,9704,0,40,9830,4873,0,11028,0,15904,4,20,10738,123,155,278,102,155,257,0,0,221492,2464,0,0,3617864,3557
2026-03-22 15:25:14,17,0,1,1010,15,621,0,41,9738,0,40,9864,4903,0,11062,0,15968,4,20,10772,123,155,278,102,155,257,0,0,223022,2480,0,0,3619394,3573
2026-03-22 15:25:29,17,0,1,1010,15,621,0,41,9772,0,40,9898,4933,0,11096,0,16032,4,20,10806,123,155,278,102,155,257,0,0,224552,2496,0,0,3620924,3589
2026-03-22 15:25:44,17,0,1,1010,15,621,0,41,9806,0,40,9932,4961,0,11130,0,16094,4,20,10840,123,155,278,102,155,257,0,0,226082,2512,0,0,3622454,3605
2026-03-22 15:25:59,17,0,1,1010,15,621,0,41,9840,0,40,9966,4991,0,11164,0,16158,4,20,10874,123,155,278,102,155,257,0,0,227612,2528,0,0,3623984,3621
2026-03-22 15:26:14,17,0,1,1010,15,621,0,41,9874,0,40,10000,5021,0,11198,0,16222,4,20,10908,123,155,278,102,155,257,0,0,229240,2545,0,0,3625612,3638
2026-03-22 15:26:29,17,0,1,1010,15,621,0,41,9908,0,40,10034,5049,0,11232,0,16284,4,20,10942,123,155,278,102,155,257,0,0,230732,2561,0,0,3627104,3654
2026-03-22 15:26:44,17,0,1,1010,15,621,0,41,9942,0,40,10068,5079,0,11266,0,16348,4,20,10976,123,155,278,102,155,257,0,0,232262,2577,0,0,3628634,3670
2026-03-22 15:26:59,17,0,1,1010,15,621,0,41,9976,0,40,10102,5109,0,11300,0,16412,4,20,11010,123,155,278,102,155,257,0,0,233792,2593,0,0,3630164,3686
2026-03-22 15:27:14,17,0,1,1010,15,621,0,41,10010,0,40,10136,5139,0,11334,0,16476,4,20,11044,123,155,278,102,155,257,0,0,235322,2609,0,0,3631694,3702
2026-03-22 15:27:29,17,0,1,1010,15,621,0,41,10044,0,40,10170,5167,0,11368,0,16538,4,20,11078,123,155,278,102,155,257,0,0,236460,2621,0,0,3632832,3714
