Timestamp,Device,IP,tcpActiveOpens,tcpCurrEstab,tcpEstabResets,tcpInSegs,tcpOutRsts,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,udpInDatagrams,udpInErrors,udpNoPorts,udpOutDatagrams,ipForwDatagrams,ipInAddrErrors,ipInDelivers,ipInDiscards,ipInReceives,ipOutNoRoutes,ipOutDiscards,ipOutRequests,icmpInDestUnreachs,icmpInEchos,icmpInMsgs,icmpOutDestUnreachs,icmpOutEchoReps,icmpOutMsgs,ifInOctets_enp0s3,ifInUcastPkts_enp0s3,ifInNUcastPkts_enp0s3,ifInDiscards_enp0s3,ifOutOctets_enp0s3,ifOutUcastPkts_enp0s3,ifOutNUcastPkts_enp0s3,ifOutDiscards_enp0s3,ifInOctets_enp0s8,ifInUcastPkts_enp0s8,ifInNUcastPkts_enp0s8,ifInDiscards_enp0s8,ifOutOctets_enp0s8,ifOutUcastPkts_enp0s8,ifOutNUcastPkts_enp0s8,ifOutDiscards_enp0s8,ifInOctets_enp0s9,ifInUcastPkts_enp0s9,ifInNUcastPkts_enp0s9,ifInDiscards_enp0s9,ifOutOctets_enp0s9,ifOutUcastPkts_enp0s9,ifOutNUcastPkts_enp0s9,ifOutDiscards_enp0s9,ifInOctets_enp0s10,ifInUcastPkts_enp0s10,ifInNUcastPkts_enp0s10,ifInDiscards_enp0s10,ifOutOctets_enp0s10,ifOutUcastPkts_enp0s10,ifOutNUcastPkts_enp0s10,ifOutDiscards_enp0s10
2026-05-18 13:17:19,device1,172.16.0.80,11,3,41,5909,192,9017,740,30,7322,0,40,124,0,0,13380,0,13381,0,20,5926,40,56,96,40,56,96,22200992,19491,0,0,6708678,8991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:19,device2,172.16.0.1,7,0,1,662,7,523,0,0,53,0,40,92,21647,0,797,0,22446,0,20,657,40,0,40,40,0,40,3012718,2554,1,0,216606,2468,0,0,22610999,21549,0,0,13071286,10141,0,0,6833934,9189,0,0,31247545,19825,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:19,device3,10.0.0.1,4,0,1,57,1,52,0,0,41,0,40,86,21338,0,182,0,21520,0,20,190,40,0,40,40,0,40,7681618,9970,0,0,30861494,21325,0,0,22192809,19611,0,0,11811539,9251,0,0,122381,1591,0,0,995560,740,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:19,device4,192.168.10.10,749,3,36,5832,11,12540,0,5,93,0,40,7387,0,0,6130,0,6130,0,20,13489,40,0,96,40,0,96,7082969,9417,0,0,22510282,19916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:34,device1,172.16.0.80,11,0,44,6576,214,10016,821,33,8328,0,40,185,0,0,15051,0,15052,0,20,6636,40,62,102,40,62,102,24699243,21719,0,0,7437575,10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:34,device2,172.16.0.1,7,0,1,662,7,523,0,0,110,0,40,149,24259,0,854,0,25115,0,20,714,40,0,40,40,0,40,3013292,2563,1,0,221710,2535,0,0,24848664,23642,0,0,14118730,11086,0,0,7452720,10183,0,0,35267904,22511,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:34,device3,10.0.0.1,4,0,1,57,1,52,0,0,105,0,40,150,23822,0,246,0,24068,0,20,254,40,0,40,40,0,40,8416506,11074,0,0,34269460,23700,0,0,24690988,21837,0,0,13057273,10281,0,0,129935,1690,0,0,996328,752,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:34,device4,192.168.10.10,830,0,39,6476,12,14015,0,6,154,0,40,8393,0,0,6793,0,6793,0,20,15158,40,0,102,40,0,102,7807658,10402,0,0,25229962,22295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:49,device1,172.16.0.80,13,3,49,7454,241,11393,943,35,9257,0,40,247,0,0,16868,0,16869,0,20,7549,40,71,111,40,71,111,27616872,24399,0,0,8406612,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-18 13:17:49,device2,172.16.0.1,7,0,1,662,7,523,0,0,168,0,40,207,27318,0,912,0,28232,0,20,772,40,0,40,40,0,40,3013772,2571,1,0,227920,2616,0,0,27783157,26526,0,0,15789359,12555,0,0,8437109,11702,0,0,38306703,24772,0,0,0,0,0,0,0,0,0,0
