Timestamp,Device,IP,tcpActiveOpens,tcpCurrEstab,tcpEstabResets,tcpInSegs,tcpOutRsts,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,udpInDatagrams,udpInErrors,udpNoPorts,udpOutDatagrams,ipForwDatagrams,ipInAddrErrors,ipInDelivers,ipInDiscards,ipInReceives,ipOutNoRoutes,ipOutDiscards,ipOutRequests,icmpInDestUnreachs,icmpInEchos,icmpInMsgs,icmpOutDestUnreachs,icmpOutEchoReps,icmpOutMsgs,ifInOctets_enp0s3,ifInUcastPkts_enp0s3,ifInNUcastPkts_enp0s3,ifInDiscards_enp0s3,ifOutOctets_enp0s3,ifOutUcastPkts_enp0s3,ifOutNUcastPkts_enp0s3,ifOutDiscards_enp0s3,ifInOctets_enp0s8,ifInUcastPkts_enp0s8,ifInNUcastPkts_enp0s8,ifInDiscards_enp0s8,ifOutOctets_enp0s8,ifOutUcastPkts_enp0s8,ifOutNUcastPkts_enp0s8,ifOutDiscards_enp0s8,ifInOctets_enp0s9,ifInUcastPkts_enp0s9,ifInNUcastPkts_enp0s9,ifInDiscards_enp0s9,ifOutOctets_enp0s9,ifOutUcastPkts_enp0s9,ifOutNUcastPkts_enp0s9,ifOutDiscards_enp0s9,ifInOctets_enp0s10,ifInUcastPkts_enp0s10,ifInNUcastPkts_enp0s10,ifInDiscards_enp0s10,ifOutOctets_enp0s10,ifOutUcastPkts_enp0s10,ifOutNUcastPkts_enp0s10,ifOutDiscards_enp0s10
2026-05-13 02:54:57,device1,172.16.0.80,10,5,4,18749,44,14823,82,3,120,0,40,111,0,0,19004,0,19004,0,20,14659,40,6,46,40,6,46,62294652,47007,0,0,1686810,14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:54:57,device2,172.16.0.1,6,0,1,37,1,35,0,0,38,0,40,77,35089,0,167,0,35258,0,20,188,40,0,40,75,0,75,64364636,48231,2,0,1052509,14766,0,0,755213,2135,0,0,2748391,1880,0,0,1724254,14885,0,0,101761352,48440,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:54:57,device3,10.0.0.1,1,0,1,10,1,10,0,0,25,0,40,65,2958,0,119,0,3077,0,20,131,40,0,40,40,0,40,1759957,1869,0,0,1198687,2178,0,0,710113,1546,0,0,1989684,1460,0,0,42344,568,0,0,745530,470,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:54:57,device4,192.168.10.10,135,2,5,831,8,1148,0,295,52,0,40,151,0,0,1025,0,1025,0,20,1357,75,0,81,40,0,63,1245780,1425,0,0,710995,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:12,device1,172.16.0.80,10,5,4,23734,44,18885,83,3,178,0,40,169,0,0,24017,0,24017,0,20,18784,40,6,46,40,6,46,78745136,59352,0,0,1963489,18170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:12,device2,172.16.0.1,6,0,1,37,1,35,0,0,95,0,40,134,44693,0,213,0,44908,0,20,244,40,0,40,75,0,75,78289913,58602,2,0,1268903,17845,0,0,777476,2397,0,0,2811290,2102,0,0,1966752,18144,0,0,123558983,59029,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:12,device3,10.0.0.1,1,0,1,10,1,10,0,0,90,0,40,130,3315,0,184,0,3499,0,20,196,40,0,40,40,0,40,1805528,2091,0,0,1221028,2441,0,0,720081,1662,0,0,1999634,1577,0,0,49030,649,0,0,793097,512,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:12,device4,192.168.10.10,135,2,5,831,8,1148,0,295,168,0,40,267,0,0,1137,0,1137,0,20,1473,75,0,81,40,0,63,1255316,1537,0,0,720963,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:27,device1,172.16.0.80,10,3,4,28873,44,23389,83,3,235,0,40,226,0,0,29199,0,29199,0,20,23335,40,6,46,40,6,46,103042647,77786,0,0,2342834,23539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-13 02:55:27,device2,172.16.0.1,6,0,1,37,1,35,0,0,154,0,40,193,54785,0,272,0,55059,0,20,304,40,0,40,75,0,75,103442292,77643,2,0,1666677,23487,0,0,799615,2664,0,0,2827288,2293,0,0,2377970,23935,0,0,166070780,78314,0,0,0,0,0,0,0,0,0,0
